title,soldprice,solddate,bids,link
Sony Alpha A7ii A7 ii Camera With Zeiss 24-70mm f4 Lens,840.0,Sold  5 Nov 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7ii-A7-ii-Camera-With-Zeiss-24-70mm-f4-Lens/224221139028?hash=item34349f1054%3Ag%3Az8YAAOSwtDNfolhm&LH_Auction=1
Sony Alpha A7 III 24.2 MP Digital Camera - Black (Body Only),1105.0,Sold  4 Nov 2020,16 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Digital-Camera-Black-Body-Only/114494106893?epid=4033519120&hash=item1aa8616d0d%3Ag%3AO2UAAOSwPzVfntiC&LH_Auction=1
Sony ILCE7RM3/B Alpha A7R III 24.2MP Mirrorless Digital Camera Body Only,1340.0,Sold  4 Nov 2020,15 bids,https://www.ebay.co.uk/itm/Sony-ILCE7RM3-B-Alpha-A7R-III-24-2MP-Mirrorless-Digital-Camera-Body-Only/203156816605?epid=4032160160&hash=item2f4d1702dd%3Ag%3Av8IAAOSwP4NfmWP5&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera - Black (Body Only) 15'651 actuations ,526.0,Sold  4 Nov 2020,16 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-Body-Only-15651-actuations/333768711962?epid=12027869768&hash=item4db62a5f1a%3Ag%3Aw5AAAOSwHglfdbDF&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only),320.0,Sold  4 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only/164484328925?epid=17027888448&hash=item264c07addd%3Ag%3AmnAAAOSwDwNfnnlo&LH_Auction=1
Sony Alpha A7 III 24.2 MP Digital Camera - Black (Body Only) (Excellent),1150.0,Sold  3 Nov 2020,46 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Digital-Camera-Black-Body-Only-Excellent/233759932507?hash=item366d2d805b%3Ag%3AhCMAAOSwhL1fmIq6&LH_Auction=1
Sony Alpha A7 III 24.2 MP Full Frame 35mm Digital Camera - Black (Body Only),1310.0,Sold  3 Nov 2020,18 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Full-Frame-35mm-Digital-Camera-Black-Body-Only/184507451233?hash=item2af5804761%3Ag%3Aho0AAOSwSBpfmDW5&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera - Black (Body Only) ,464.0,Sold  3 Nov 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-Body-Only/133560437942?epid=12027869768&hash=item1f18d28cb6%3Ag%3A%7EyAAAOSwDiZfmpdS&LH_Auction=1
Sony Alpha A7 II 2.7MP Digital Camera + Lens( see pictures) Shutter Count 1379,590.0,Sold  3 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-2-7MP-Digital-Camera-Lens-see-pictures-Shutter-Count-1379/254764365376?hash=item3b5123b640%3Ag%3A%7E7AAAOSwhKVfnSG1&LH_Auction=1
Sony Alpha A7R III 42.4MP Digital Camera - Black (Body Only),1660.0,Sold  2 Nov 2020,28 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-III-42-4MP-Digital-Camera-Black-Body-Only/254763890846?epid=26027889595&hash=item3b511c789e%3Ag%3A9joAAOSwwoRfnBII&LH_Auction=1
Sony Alpha A7 III 24.2 MP Full Frame 35mm Digital Camera + Sony FE 1.8/35 Lens +,1850.0,Sold  2 Nov 2020,26 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Full-Frame-35mm-Digital-Camera-Sony-FE-1-8-35-Lens/324354772827?hash=item4b850d0f5b%3Ag%3AmywAAOSwIqlfnEMo&LH_Auction=1
Sony Alpha A7R III 42.4MP Digital Camera NEW FACTORY SEALED NOT GREY IMPORT,1491.0,Sold  1 Nov 2020,25 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-III-42-4MP-Digital-Camera-NEW-FACTORY-SEALED-NOT-GREY-IMPORT/193723964312?hash=item2d1ad91b98%3Ag%3AiC8AAOSw7kRfg19W&LH_Auction=1
Sony Alpha A7R II Digital Camera Body + 6 Batteries,599.0,Sold  1 Nov 2020,2 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Digital-Camera-Body-6-Batteries/333765977448?hash=item4db600a568%3Ag%3AdpwAAOSw6JpfiH8D&LH_Auction=1
Sony Alpha A7R II Mirrorless Body,760.0,Sold  1 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Mirrorless-Body/184501419988?hash=item2af5243fd4%3Ag%3AzHUAAOSwH3FfkxXP&LH_Auction=1
Sony Camera SONY Alpha a7 III Mirrorless Digital Camera with 28-70mm Lens,1450.0,Sold  1 Nov 2020,37 bids,https://www.ebay.co.uk/itm/Sony-Camera-SONY-Alpha-a7-III-Mirrorless-Digital-Camera-with-28-70mm-Lens/402513933457?hash=item5db7b33491%3Ag%3AG-kAAOSwRk5flYXD&LH_Auction=1
Sony A7R IV Full Frame 61.0MP Digital Camera - Black (Body Only),2037.77,Sold  1 Nov 2020,25 bids,https://www.ebay.co.uk/itm/Sony-A7R-IV-Full-Frame-61-0MP-Digital-Camera-Black-Body-Only/303740207794?epid=16034411491&hash=item46b853c2b2%3Ag%3Ah%7EcAAOSwOghflUEJ&LH_Auction=1
Sony Alpha A7ii Camera Mint Condition With Ef Mount Converter 2 Extra Batteries,670.0,Sold  1 Nov 2020,17 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7ii-Camera-Mint-Condition-With-Ef-Mount-Converter-2-Extra-Batteries/254759307865?hash=item3b50d68a59%3Ag%3AR4QAAOSwqb1flcpj&LH_Auction=1
Sony A7R IV Full Frame 61.0MP Digital Camera - Black (Body Only),2250.0,Sold  1 Nov 2020,24 bids,https://www.ebay.co.uk/itm/Sony-A7R-IV-Full-Frame-61-0MP-Digital-Camera-Black-Body-Only/303740204844?epid=16034411491&hash=item46b853b72c%3Ag%3AFwYAAOSw2x5flUCB&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Kit w/ FE 28-70mm OSS Lens),500.0,Sold  31 Oct 2020,12 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Kit-w-FE-28-70mm-OSS-Lens/143804343399?epid=175240544&hash=item217b682467%3Ag%3At0MAAOSwYV5flEKC&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only),450.0,Sold  31 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only/164474578893?epid=17027888448&hash=item264b72e7cd%3Ag%3ApBkAAOSwnGlfmWgO&LH_Auction=1
sony a7r iii camera fe24-70mm f2.8 128gb lens memory card,2165.0,Sold  31 Oct 2020,25 bids,https://www.ebay.co.uk/itm/sony-a7r-iii-camera-fe24-70mm-f2-8-128gb-lens-memory-card/293797998965?hash=item4467b9b175%3Ag%3AlpgAAOSwUm5fk5nj&LH_Auction=1
Sony A7R IV Full Frame 61.0MP Digital Camera - Black,475.0,Sold  30 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-A7R-IV-Full-Frame-61-0MP-Digital-Camera-Black/324354822216?hash=item4b850dd048%3Ag%3A%7ENcAAOSwZ5VfnE3s&LH_Auction=1
"Sony Alpha A7S2 12.2MP Digital Camera - Black (Body Only), Great Condition ",950.0,Sold  30 Oct 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S2-12-2MP-Digital-Camera-Black-Body-Only-Great-Condition/324345811969?epid=12027869768&hash=item4b84845401%3Ag%3AGIoAAOSwgutfks1K&LH_Auction=1
Sony Alpha A7 III 24.2MP + 28-70 mm Zoom Lens + 28 mm F2.0 Lens,1540.0,Sold  30 Oct 2020,29 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2MP-28-70-mm-Zoom-Lens-28-mm-F2-0-Lens/184496503515?epid=22027888984&hash=item2af4d93adb%3Ag%3ABl4AAOSwQd9fjunr&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only) with samyang lens ,423.0,Sold  30 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only-with-samyang-lens/284056764937?hash=item42231a4209%3Ag%3AWRgAAOSw2SVfjtCw&LH_Auction=1
Sony a7 + 28mm F2.0 Lens With Original Box + 32gb Memory Card,493.0,Sold  30 Oct 2020,15 bids,https://www.ebay.co.uk/itm/Sony-a7-28mm-F2-0-Lens-With-Original-Box-32gb-Memory-Card/143802319853?hash=item217b4943ed%3Ag%3Aac0AAOSwC2tfkr7K&LH_Auction=1
*MINT* Sony Alpha A7 II (A7M2) - Black(Body Only) *SHUTTER COUNT 13 SHOTS ONLY!*,706.0,Sold  29 Oct 2020,5 bids,https://www.ebay.co.uk/itm/MINT-Sony-Alpha-A7-II-A7M2-Black-Body-Only-SHUTTER-COUNT-13-SHOTS-ONLY/184495644106?hash=item2af4cc1dca%3Ag%3AvlEAAOSw8vdfmW5-&LH_Auction=1
Sony Alpha A7R II 42MP Mirrorless Digital Camera Including Extra Accessories,870.0,Sold  29 Oct 2020,10 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-42MP-Mirrorless-Digital-Camera-Including-Extra-Accessories/224200901308?epid=1356630201&hash=item34336a42bc%3Ag%3ArZIAAOSwWFtfkJSo&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Kit w/ FE 28-70mm OSS Lens),520.0,Sold  29 Oct 2020,20 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Kit-w-FE-28-70mm-OSS-Lens/402511968120?epid=175240544&hash=item5db7953778%3Ag%3AvVQAAOSw0ltfh8k3&LH_Auction=1
"Sony A7 Body Only - (PLUS 2 x battery, battery charger, 32gb memory card)",315.55,Sold  29 Oct 2020,6 bids,https://www.ebay.co.uk/itm/Sony-A7-Body-Only-PLUS-2-x-battery-battery-charger-32gb-memory-card/274544296852?hash=item3fec1d8394%3Ag%3AsvEAAOSwpclfkbCl&LH_Auction=1
Sony Alpha A7 II 2.7MP Digital Camera + Lens( see pictures) Shutter Count 1059,954.0,Sold  29 Oct 2020,7 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-2-7MP-Digital-Camera-Lens-see-pictures-Shutter-Count-1059/254759935836?hash=item3b50e01f5c%3Ag%3AlKgAAOSwVrNflsg7&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only) (comes With 3 Batteries),320.0,Sold  28 Oct 2020,4 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only-comes-With-3-Batteries/124407247510?hash=item1cf73ff296%3Ag%3AtTkAAOSwRkVfleBU&LH_Auction=1
Sony Alpha 7 24.3MP Digital Camera - Black (Kit w/ FE 28-70mm OSS Lens),667.0,Sold  28 Oct 2020,17 bids,https://www.ebay.co.uk/itm/Sony-Alpha-7-24-3MP-Digital-Camera-Black-Kit-w-FE-28-70mm-OSS-Lens/274543106646?epid=175240544&hash=item3fec0b5a56%3Ag%3AFkEAAOSw2txfkHLa&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Body only extra batteries and charger,390.0,Sold  28 Oct 2020,5 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Body-only-extra-batteries-and-charger/233753269477?epid=17027888448&hash=item366cc7d4e5%3Ag%3AQwIAAOSwFwhfkGLL&LH_Auction=1
Sony A7s plus Metabones EF adaptor,500.0,Sold  28 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-A7s-plus-Metabones-EF-adaptor/254755430195?hash=item3b509b5f33%3Ag%3AROgAAOSwN5pfkFUX&LH_Auction=1
SONY A7 Mirrorless Digital Camera / 85mm 1.8 LENS / GODOX Flash. Inc Accessories,556.0,Sold  28 Oct 2020,6 bids,https://www.ebay.co.uk/itm/SONY-A7-Mirrorless-Digital-Camera-85mm-1-8-LENS-GODOX-Flash-Inc-Accessories/264912155357?hash=item3dadfeb2dd%3Ag%3AKpYAAOSwPGBflVnR&LH_Auction=1
Sony Alpha A7rii  Body Only with low shutter  (Please read fully before bidding),797.0,Sold  28 Oct 2020,18 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7rii-Body-Only-with-low-shutter-Please-read-fully-before-bidding/174488328872?hash=item28a0509aa8%3Ag%3AZfMAAOSwJHFfkAlB&LH_Auction=1
Sony Alpha A7sii shooting kit,1358.0,Sold  27 Oct 2020,51 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7sii-shooting-kit/114473685564?hash=item1aa729d23c%3Ag%3AlF0AAOSwBCtfjvBx&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera Black + 64GB SD Card EXCELLENT CONDITION,596.0,Sold  27 Oct 2020,14 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-64GB-SD-Card-EXCELLENT-CONDITION/324341848052?hash=item4b8447d7f4%3Ag%3AOUcAAOSwk-Bfjwcr&LH_Auction=1
Sony Alpha A7 24.3MP  - Black (Body Only) | 5303 Shutter Count + Box,358.36,Sold  27 Oct 2020,34 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Black-Body-Only-5303-Shutter-Count-Box/284051770658?hash=item4222ce0d22%3Ag%3AP%7EgAAOSwX59fjvAZ&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera - Black (Body Only),364.0,Sold  27 Oct 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-Black-Body-Only/264906704129?epid=14027883825&hash=item3dadab8501%3Ag%3AWFoAAOSwJj5fjxgA&LH_Auction=1
"Sony Alpha A7sii (Body Only) Black, Good Condition, box, charger & battery inc.",952.56,Sold  26 Oct 2020,3 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7sii-Body-Only-Black-Good-Condition-box-charger-battery-inc/264905747937?hash=item3dad9cede1%3Ag%3AOb4AAOSwzV5fjf6f&LH_Auction=1
Sony Alpha A7 III 24.2MP Digital Camera - Black (Kit with 28-70 mm Zoom Lens),1461.0,Sold  26 Oct 2020,16 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2MP-Digital-Camera-Black-Kit-with-28-70-mm-Zoom-Lens/114481985087?hash=item1aa7a8763f%3Ag%3AqYwAAOSw7HlflXco&LH_Auction=1
Sony Alpha A7 III 24.2MP Mirrorless Digital Camera - 6949 Shutter,1280.0,Sold  26 Oct 2020,54 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2MP-Mirrorless-Digital-Camera-6949-Shutter/254753705532?epid=22027888984&hash=item3b50810e3c%3Ag%3ALMkAAOSwoAlfjd-K&LH_Auction=1
DAMAGED SONY ALPHA A7 III 24.2MP CAMERA BODY ILCE-7M3 - PARTS ONLY (RN4994),799.0,Sold  26 Oct 2020,49 bids,https://www.ebay.co.uk/itm/DAMAGED-SONY-ALPHA-A7-III-24-2MP-CAMERA-BODY-ILCE-7M3-PARTS-ONLY-RN4994/333757065746?epid=25031179622&hash=item4db578aa12%3Ag%3AKO0AAOSw3eFfiAZg&LH_Auction=1
"Sony Alpha A7 II 24.3MP Digital Camera, with Sony battery grip and more!!!",722.0,Sold  26 Oct 2020,20 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-with-Sony-battery-grip-and-more/174485899451?hash=item28a02b88bb%3Ag%3AwREAAOSwsblfjZG9&LH_Auction=1
Sony Alpha a7S II Mirrorless Digital Camera Body + add batteries + cam case/bag,1000.0,Sold  25 Oct 2020,2 bids,https://www.ebay.co.uk/itm/Sony-Alpha-a7S-II-Mirrorless-Digital-Camera-Body-add-batteries-cam-case-bag/284049983050?hash=item4222b2c64a%3Ag%3A7kgAAOSwBxpfjK%7EM&LH_Auction=1
Sony Alpha A7 Mirrorless Digital Camera Body BOXED - NEVER USED,520.0,Sold  25 Oct 2020,30 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-Mirrorless-Digital-Camera-Body-BOXED-NEVER-USED/174485214986?epid=17027888448&hash=item28a021170a%3Ag%3AAHwAAOSwDO5fVNSr&LH_Auction=1
"SONY A7R camera body, not working - won't turn on | Alpha 7 R ILCE-7R full-frame",142.0,Sold  25 Oct 2020,34 bids,https://www.ebay.co.uk/itm/SONY-A7R-camera-body-not-working-wont-turn-on-Alpha-7-R-ILCE-7R-full-frame/154143522827?hash=item23e3ab800b%3Ag%3As-QAAOSwCKdfiD6I&LH_Auction=1
Sony Alpha A7 III 24.2 MP Digital Camera - Black (Body Only),1240.0,Sold  25 Oct 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Digital-Camera-Black-Body-Only/193714784141?epid=4033519120&hash=item2d1a4d078d%3Ag%3AaVIAAOSwLJxfg1df&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only),410.0,Sold  25 Oct 2020,21 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only/224199149636?epid=17027888448&hash=item34334f8844%3Ag%3Ac6wAAOSwht9fjDXn&LH_Auction=1
Sony Alpha 7 24.3MP Digital Camera - Black (Kit w/ FE 28-70mm OSS Lens),600.0,Sold  25 Oct 2020,7 bids,https://www.ebay.co.uk/itm/Sony-Alpha-7-24-3MP-Digital-Camera-Black-Kit-w-FE-28-70mm-OSS-Lens/224199218658?epid=175240544&hash=item34335095e2%3Ag%3AXNkAAOSwcFRfjEP2&LH_Auction=1
Sony ILCE7M3/B Alpha A7 III Mirrorless Digital Camera Body Only,1280.0,Sold  25 Oct 2020,13 bids,https://www.ebay.co.uk/itm/Sony-ILCE7M3-B-Alpha-A7-III-Mirrorless-Digital-Camera-Body-Only/114464043766?epid=28026657207&hash=item1aa696b2f6%3Ag%3A6qoAAOSwjJZfiABq&LH_Auction=1
Sony ILCE7M3/B Alpha A7 III Mirrorless Digital Camera Body Only,1270.0,Sold  25 Oct 2020,8 bids,https://www.ebay.co.uk/itm/Sony-ILCE7M3-B-Alpha-A7-III-Mirrorless-Digital-Camera-Body-Only/114464028237?epid=28026657207&hash=item1aa696764d%3Ag%3AvPAAAOSwS5lfh%7E3z&LH_Auction=1
Sony A7ii mk2 Mirrorless Camera body -low6k shutter count full frame photo video,560.0,Sold  25 Oct 2020,5 bids,https://www.ebay.co.uk/itm/Sony-A7ii-mk2-Mirrorless-Camera-body-low6k-shutter-count-full-frame-photo-video/143793906291?hash=item217ac8e273%3Ag%3AQW0AAOSw6kZfielu&LH_Auction=1
Sony a7s ii  condition (very minimal use),971.0,Sold  25 Oct 2020,5 bids,https://www.ebay.co.uk/itm/Sony-a7s-ii-condition-very-minimal-use/353242224132?hash=item523ee09604%3Ag%3AHfoAAOSwMZhfjDV2&LH_Auction=1
Sony ILCE7M3/B Alpha A7 III Mirrorless Digital Camera Body Only - Excellent Cond,1000.0,Sold  24 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-ILCE7M3-B-Alpha-A7-III-Mirrorless-Digital-Camera-Body-Only-Excellent-Cond/133556070137?epid=28026657207&hash=item1f188fe6f9%3Ag%3AcHcAAOSw9IZflCNa&LH_Auction=1
Sony Alpha A7R II Mirrorless Body w/ 6 Batteries and Extras Excellent Condition!,905.0,Sold  24 Oct 2020,34 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Mirrorless-Body-w-6-Batteries-and-Extras-Excellent-Condition/224198190023?hash=item343340e3c7%3Ag%3Af4QAAOSw1zVfixDq&LH_Auction=1
Sony A7 Body + FE 28-70MM Lens + Sigma 50mm f/1.4 DG + Camera Bag ,821.0,Sold  24 Oct 2020,2 bids,https://www.ebay.co.uk/itm/Sony-A7-Body-FE-28-70MM-Lens-Sigma-50mm-f-1-4-DG-Camera-Bag/333757087303?hash=item4db578fe47%3Ag%3A1T4AAOSwlK1fez%7Ee&LH_Auction=1
SONY ALPHA A7 III 4k Mirrorless Camera + 28-70mm zoom lens *MINT* Only 557 Shots,1800.0,Sold  24 Oct 2020,1 bid,https://www.ebay.co.uk/itm/SONY-ALPHA-A7-III-4k-Mirrorless-Camera-28-70mm-zoom-lens-MINT-Only-557-Shots/373292825795?hash=item56e9fc7cc3%3Ag%3A5W0AAOSwEnJfjsu4&LH_Auction=1
"Sony Alpha A7 Mark II Mirrorless Camera, 24.3 MP + FE 28-70mm F3.5-5.6 OSS Len ",980.0,Sold  23 Oct 2020,10 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-Mark-II-Mirrorless-Camera-24-3-MP-FE-28-70mm-F3-5-5-6-OSS-Len/143790750384?hash=item217a98bab0%3Ag%3AqikAAOSws5Zfibi3&LH_Auction=1
BRAND NEW IN BOX Sony Alpha A7 III 24.2MP Digital Camera with kit lens.,1518.0,Sold  22 Oct 2020,9 bids,https://www.ebay.co.uk/itm/BRAND-NEW-IN-BOX-Sony-Alpha-A7-III-24-2MP-Digital-Camera-with-kit-lens/353243870152?epid=22027888984&hash=item523ef9b3c8%3Ag%3AGvoAAOSwyfpfjcvR&LH_Auction=1
SONY a7 full-frame DSLR Camera Kit w/ FE 28-70mm Lens + equipment bundle ,605.0,Sold  22 Oct 2020,1 bid,https://www.ebay.co.uk/itm/SONY-a7-full-frame-DSLR-Camera-Kit-w-FE-28-70mm-Lens-equipment-bundle/264897108814?hash=item3dad191b4e%3Ag%3AgQgAAOSwlK1fhKFE&LH_Auction=1
"Sony Alpha A7S2 12.2MP Digital Camera - Black (Body Only), Great Condition ",920.0,Sold  22 Oct 2020,7 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S2-12-2MP-Digital-Camera-Black-Body-Only-Great-Condition/324335321132?epid=12027869768&hash=item4b83e4402c%3Ag%3AoWwAAOSwLc9fiIcc&LH_Auction=1
Sony Alpha A7R II Digital Camera Body + 6 Batteries,649.0,Sold  22 Oct 2020,2 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Digital-Camera-Body-6-Batteries/333755119035?hash=item4db55af5bb%3Ag%3AdpwAAOSw6JpfiH8D&LH_Auction=1
Sony Alpha A7 III 24.0MP Digital Camera + VG- C3EM Vertical grip,1339.0,Sold  22 Oct 2020,10 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-0MP-Digital-Camera-VG-C3EM-Vertical-grip/254755474673?epid=25031179622&hash=item3b509c0cf1%3Ag%3A3T4AAOSwxt1fh7Xa&LH_Auction=1
